sample_name,sampleID,region,origin,lat,long,r420,d13c,r_ra,rc_ra,co2_he3,phase,SlabDepth,LabDepth,MohoDepth
Colpitas,Co6,CVZ,published,-17.95,-69.43,7.11,-7.29,NA,1.29,NA,G,,,64.5533543378822
Colpitas,Co7,CVZ,published,-17.95,-69.43,6.95,-7.66,NA,1.41,NA,G,,,64.5533543378822
Colpitas,Co9,CVZ,published,-17.95,-69.43,NA,-7.45,NA,NA,NA,G,,,64.5533543378822
Tacora,TAC1,CVZ,published,-17.7,-69.79,NA,NA,4.32,NA,NA,G,,,62.3267311235919
Tacora,TAC10,CVZ,published,-17.7,-69.79,NA,-5.29,5.41,NA,3230000000,G,,,62.3267311235919
Tacora,TAC6,CVZ,published,-17.7,-69.79,NA,-9.59,NA,NA,NA,G,,,62.3267311235919
Tacora,TAC8,CVZ,published,-17.7,-69.79,NA,-11.97,NA,NA,NA,G,,,62.3267311235919
Tacora,TAC9,CVZ,published,-17.7,-69.79,NA,-4.84,5.87,NA,3300000000,G,,,62.3267311235919
Termas de Rupanco,RU,SVZ,published,-40.86,-72.22,4.2,-14.7,6.52,6.97,10000000,G,90.5712897218135,56.3710879623163,36.1483576241504
Aguas Calientes,ACA,SVZ,published,-40.74,-72.31,34.8,-9.5,5.66,6.12,8900000000,W,82.932847151444,59.1452915691445,34.285430464648
Termas de Aguas Calientes,AC,SVZ,published,-40.73,-72.31,14.2,-20.5,6.77,6.91,NA,G,82.7581210205147,59.1758480454158,34.2214551578009
Termas Aguas Cal.,NA,SVZ,published,-40.72,-72.33,10.2,NA,6.47,6.65,NA,W,81.3518995564261,59.9553011917373,33.6911497004343
Termas de Puyehue,PU,SVZ,published,-40.71,-72.32,1.4,-22.6,4.89,6.07,340000000,W,81.7929210920771,59.6114093329831,33.7825342405571
Puyehue,PY,SVZ,published,-40.71,-72.33,117.1,-14.1,5.15,5.27,3750000000,W,81.1771734254969,59.9858576680085,33.6261607217278
Cordon Caulle,AC,SVZ,published,-40.49,-72.17,NA,NA,7,7.3,30000000,G,87.3472521237077,59.6057739004743,32.6484748681693
Cordon Caulle,AZ,SVZ,published,-40.49,-72.17,NA,NA,2.5,8,39300000000,G,87.3472521237077,59.6057739004743,32.6484748681693
Cordon Caulle,Las Sopas,SVZ,this_study,-40.49,-72.17,NA,-4.1,6.6,NA,71000000000,G,87.3472521237077,59.6057739004743,32.6484748681693
Cordon Caulle,LS1,SVZ,published,-40.49,-72.17,NA,NA,6,6.4,94000000000,G,87.3472521237077,59.6057739004743,32.6484748681693
Cordon Caulle,LS2,SVZ,published,-40.49,-72.17,NA,NA,5.7,6.2,102000000000,G,87.3472521237077,59.6057739004743,32.6484748681693
Termas de Chihuio,CH,SVZ,published,-40.19,-71.93,3.4,-23,4.08,4.4,10000000,W,97.3054143137115,59.779647928322,32.3285014892403
Chihuío,CH,SVZ,published,-40.19,-71.93,103.6,-10.8,4.31,4.41,930000000,W,97.3054143137115,59.779647928322,32.3285014892403
Cupio,Cp1,SVZ,published,-40.16,-71.92,NA,NA,2.3,NA,NA,G,97.4086327582374,60.0826933417579,32.3056462490691
Hipólito Muñoz,HM1,SVZ,published,-39.76,-71.79,69.7,-6.4,2.78,2.86,5280000000,W,100.19054622607,59.8311202773086,33.7828815887042
Hipólito Muñoz,HM2,SVZ,published,-39.76,-71.79,111.1,-5.9,2.9,2.96,6120000000,W,100.19054622607,59.8311202773086,33.7828815887042
Liquiñe,LQ,SVZ,published,-39.74,-71.83,21.4,-11.7,1.92,2.07,21500000000,W,97.6627266080673,60.0164822878509,33.1234593222182
Termas de Trafipan,TR,SVZ,published,-39.74,-71.86,2.7,-23.7,4.43,4.89,60000000,W,95.6098657478808,60.1477640893629,32.3387456708675
Coñaripe,CN,SVZ,published,-39.64,-71.92,210.6,-11.3,4.09,4.13,3630000000,W,90.5417174768615,62.5730529941547,32.3600226349235
Termas de Con˜ aripe,CO,SVZ,published,-39.63,-71.92,1.7,-20.1,3.69,4.29,1530000000,W,90.445474821797,62.7121786349699,32.5580538596705
Eco Termas Pellaifa,PF,SVZ,published,-39.63,-71.92,1.3,-23.9,3.39,4.38,3860000000,W,90.445474821797,62.7121786349699,32.5580538596705
Geométricas,B1,SVZ,published,-39.5,-71.87,35.5,-17.1,4.15,4.46,677000,G,91.5071631904639,61.5113293293265,35.2423496896532
Geométricas,BW,SVZ,published,-39.5,-71.87,30.5,-13.2,4.11,4.47,2200000000,G,91.5071631904639,61.5113293293265,35.2423496896532
Termas Liquine,NA,SVZ,published,-39.42,-71.75,4.9,NA,2.68,2.79,NA,W,96.7711958702206,61.0509090565783,37.6384118300921
Termas de Palguin,PA,SVZ,published,-39.42,-71.79,4.2,-49.4,3.58,3.79,10000000,G,94.5761755089594,61.4069720779201,37.193579134394
Termas Palguin II,NA,SVZ,published,-39.38,-71.78,1.5,NA,3.34,3.96,NA,W,94.4644163972619,61.6218407182232,37.8244343688066
Termas Palguin I,Tpa,SVZ,published,-39.38,-71.78,4.6,NA,3.48,3.66,NA,G,94.4644163972619,61.6218407182232,37.8244343688066
Termas San Luis,TSL,SVZ,published,-39.35,-71.55,2.5,NA,3.42,3.78,NA,G,106.590397823002,57.730984822329,39.3171385170795
Parque Termal Menetùe,ME,SVZ,published,-39.33,-71.72,4.5,-27.4,5.05,5.42,290000000,W,96.931304186637,61.4676016807587,38.8348049510662
Termas Menetue,NA,SVZ,published,-39.32,-71.73,4.5,NA,4.82,5.11,NA,W,96.2174205458182,61.6325885350039,38.8595159147237
Minetúe,MN,SVZ,published,-39.25,-71.72,208.4,-17.7,4.89,4.95,1460000000,W,95.6102757826109,60.3711466026625,39.348859885333
Termas Quimey-Có,QC,SVZ,published,-39.22,-71.7,2.7,-30.7,4.67,5.27,NA,G,96.2124003117314,59.2684030744384,39.6207222919346
Quimey-Co,QC,SVZ,published,-39.22,-71.7,52.4,-17.1,4.27,4.48,2670000000,W,96.2124003117314,59.2684030744384,39.6207222919346
Quimey-Co,QC,SVZ,published,-39.22,-71.7,54.3,-17.2,4.52,4.74,2710000000,W,96.2124003117314,59.2684030744384,39.6207222919346
Rio Blanco,B2,SVZ,published,-39.11,-71.61,30.5,-11.9,4.25,4.63,1800000,G,99.5967229734729,57.0869765810014,40.6023403498969
Rio Blanco,BW,SVZ,published,-39.11,-71.61,168.9,-7.3,4.45,4.51,3070000000,G,99.5967229734729,57.0869765810014,40.6023403498969
Termas de Rio Blanco,RB,SVZ,published,-39.11,-71.61,1.6,-17,3.56,4.36,1550000000,W,99.5967229734729,57.0869765810014,40.6023403498969
Termas de Balboa,BB,SVZ,published,-38.96,-71.71,5.2,-19.2,6.34,6.75,11700000000,G,93.1223535932799,58.9206507746747,41.2182537826276
Balboa,BB,SVZ,published,-38.96,-71.71,357.9,-10.8,6.41,6.46,2620000000,W,93.1223535932799,58.9206507746747,41.2182537826276
Balboa,BB,SVZ,published,-38.96,-71.71,461.5,-10.8,6.43,6.47,2620000000,W,93.1223535932799,58.9206507746747,41.2182537826276
Rio Blanco Las Vacas,RB,SVZ,published,-38.58,-71.63,21.5,-12.1,3.06,3.41,31700000000,W,96.6169432050736,58.064736811955,41.1663371589503
Agua de la Vaca,VA,SVZ,published,-38.58,-71.63,2.5,-13.7,3.91,4.33,60000000,G,96.6169432050736,58.064736811955,41.1663371589503
Ban˜ os del Toro (Sierra,BT,SVZ,published,-38.57,-71.62,51.3,-8.8,4.59,4.61,8730000000,G,97.0353710733298,57.9220948394293,41.0821652280462
Malacahuello,GW,SVZ,published,-38.49,-71.59,99.5,-16.8,2.71,2.77,2270000000,G,97.9919624333746,57.5571874862841,40.6628565395418
Malacahuello,GW,SVZ,published,-38.49,-71.59,127.8,-14.9,2.74,2.79,1870000000,G,97.9919624333746,57.5571874862841,40.6628565395418
Manzanar,G1,SVZ,published,-38.47,-71.71,205.9,-14.7,1.49,1.5,311000,G,92.1344897290646,59.4453431370046,41.2058996021726
Termas Manzanar,NA,SVZ,published,-38.43,-71.67,1.3,NA,1.44,1.59,NA,W,93.8082012020909,58.8747752469014,40.8692118785563
Jaime Muro (Tolhuaca,JM,SVZ,published,-38.29,-71.67,16.1,-9.8,6.38,6.49,13000000000,G,92.9718629168603,59.0512272273121,40.4021917703383
Tolhuaca⁎,TH,SVZ,published,-38.24,-71.72,14.8,-2.9,2.74,3.2,232000000000,W,90.2823390861267,59.890474218806,40.4894656332743
Termas Tolhuaca,NA,SVZ,published,-38.23,-71.73,0.6,NA,2.58,4.64,NA,W,89.7444343199797,60.0583236171049,40.5069204058615
Termas Tolhuaca,TT,SVZ,published,-38.23,-71.73,2.5,NA,4.55,5.07,NA,G,89.7444343199797,60.0583236171049,40.5069204058615
Termas de Coyuco,CU,SVZ,published,-38.19,-71.04,2.2,-7.8,5.89,6.69,116000000000,W,123.183516436461,55.0919379923496,39.391099107651
Pelehue,PL,SVZ,published,-38.12,-71.06,15.7,-7.4,7.53,7.67,1560000000,G,121.570015420985,55.3724631933479,39.563955365163
Termas de Pemehue,PE,SVZ,published,-38.08,-71.7,55.5,-25.8,4.69,4.71,410000000,W,91.1481566726919,62.1165788728563,39.7167206935065
Termas del Avellano,AV,SVZ,published,-37.99,-71.53,21.3,-20.4,4.41,4.46,NA,G,98.9628789268121,56.7279313615304,39.3918269165016
Pucon Mahuida,PM,SVZ,published,-37.9,-71.18,27.6,-11.9,6.16,6.23,57800000000,W,114.496274028085,56.2392049868146,40.2948833008
Copahue,AF,SVZ,published,-37.84,-71.19,38.7,-7.39,4.61,4.64,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,23,-7.6,NA,4.63,7700000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,216,-8.5,NA,5.12,8400000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,217,-8.8,NA,5.16,7500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,254,-8.5,NA,5.09,6800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,1996,-7,NA,4.93,4300000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Anfiteatro,SVZ,published,-37.84,-71.19,2445,-6.8,NA,5.01,1400000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,CB,SVZ,published,-37.84,-71.19,7.1,-7.51,6.79,7.06,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,75,-8.8,NA,5.35,9100000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,84,-8.3,NA,4.07,9000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,144,-7.8,NA,4.21,12000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,186,-9.2,NA,5.22,6800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,217,-9.3,NA,5.12,7500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,914,-8.3,NA,5.02,3800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Chancho Co,SVZ,published,-37.84,-71.19,1058,-8.1,NA,4.04,8500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-2,SVZ,published,-37.84,-71.19,323.8,-7.81,6.43,6.44,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-2-WG-15,SVZ,published,-37.84,-71.19,233.61,-6.96,7.5,7.51,4480000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-AF-BG-15,SVZ,published,-37.84,-71.19,0.99,-6.18,3.76,4.66,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-AF-Fl-14,SVZ,published,-37.84,-71.19,55.23,-7.9,5.27,5.29,17100000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-AF-Fl-15,SVZ,published,-37.84,-71.19,70.94,-6.52,5.37,5.39,2520000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-CB-Fl-14,SVZ,published,-37.84,-71.19,8.51,-8.1,7.27,7.51,10800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-CB-Fl-15,SVZ,published,-37.84,-71.19,652.17,NA,7.86,7.86,6900000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-CC-Fl-14,SVZ,published,-37.84,-71.19,3.21,-9.82,4.78,5.19,97000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-CC2-Fl-15,SVZ,published,-37.84,-71.19,0.95,-6.92,3.65,4.57,7660000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-CC3-W-15,SVZ,published,-37.84,-71.19,1.64,-8.24,3.7,4.18,NA,W,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LM-BG-15,SVZ,published,-37.84,-71.19,82.12,-6.52,7.47,7.49,10800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LM-FL-15,SVZ,published,-37.84,-71.19,562.38,-6.95,7.09,7.1,6500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LM2-BG-15,SVZ,published,-37.84,-71.19,NA,-6.27,NA,NA,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LMM-BG-14,SVZ,published,-37.84,-71.19,81.59,-7.38,7.57,7.59,5500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LMM-BG-15,SVZ,published,-37.84,-71.19,12.32,-6.02,7.32,7.45,4670000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-LV-BG-15,SVZ,published,-37.84,-71.19,32.43,-6.11,7.49,7.55,6730000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-PM-BG-15,SVZ,published,-37.84,-71.19,14.59,-10.45,6.49,6.59,27900000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,COP-TC-BG-15,SVZ,published,-37.84,-71.19,16.92,-6.45,7.49,7.59,6200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,cristina 1,SVZ,published,-37.84,-71.19,458,-9.6,NA,7.75,3000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,cristina 2,SVZ,published,-37.84,-71.19,NA,-9.5,NA,NA,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,68,-8,NA,7.52,8200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,115,-6.9,NA,6.67,8500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,333,-7.1,NA,6.48,9600000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,485,-7.9,NA,6.43,8900000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,571,-8.6,NA,7.6,7500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,729,-8.3,NA,7.5,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,845,-9.4,NA,7.71,6200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,1025,-9.6,NA,7.65,5900000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,1215,-7.3,NA,7.04,6200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,1898,-8.2,NA,7.72,3300000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Máquinas,SVZ,published,-37.84,-71.19,NA,-8.8,NA,NA,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,354,-7.8,NA,5.89,8000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,420,-8.2,NA,7.67,8100000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,512,-8.1,NA,7.68,5700000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,644,-8.3,NA,7.71,6700000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,1330,-7.1,NA,6.97,5200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,1679,-7.7,NA,7.94,3100000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Las Maquinitas,SVZ,published,-37.84,-71.19,NA,NA,NA,NA,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,LM,SVZ,published,-37.84,-71.19,471.46,-7.71,7.17,7.17,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Las Maquinas,LM4,SVZ,published,-37.84,-71.09,NA,-7.3,NA,7.04,6400000000,G,118.145487024454,56.4953939814765,39.9634253482341
Copahue,LMM,SVZ,published,-37.84,-71.19,27.17,-7.23,8.28,8.37,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,505,-6.7,NA,6.79,8500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,785,-7.5,NA,7.74,8100000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,913,-8.7,NA,7.94,5200000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,1045,-8.2,NA,7.96,4000000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,1048,-7,NA,7.01,8800000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,1228,-8.3,NA,7.6,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue Volcano,Piedra Copahue,SVZ,published,-37.84,-71.19,1957,-7.7,NA,7.36,1500000000,G,113.634300387417,56.4811660496099,40.4204195744175
Copahue,TC,SVZ,published,-37.84,-71.19,173.83,-7.56,7.35,7.36,NA,G,113.634300387417,56.4811660496099,40.4204195744175
Chancho Co,CC3,SVZ,published,-37.83,-71.11,NA,-8.1,NA,7.01,8800000000,G,117.194278165356,56.542212963297,40.1719162271138
COP,COP2,SVZ,published,-37.83,-71.11,6.72,-7.5,NA,7.37,57000000000,G,117.194278165356,56.542212963297,40.1719162271138
Las Maquinas (Copahue,LM,SVZ,published,-37.83,-71.08,67.6,-8,7.48,7.52,8270000000,G,118.547634156467,56.4898579593127,39.8456372349423
Las Maquinas,LM1,SVZ,published,-37.83,-71.08,1898,-8.2,NA,7.72,3200000000,G,118.547634156467,56.4898579593127,39.8456372349423
Las Maquinas,LMM1,SVZ,published,-37.83,-71.08,1679,-7.7,NA,7.94,3000000000,G,118.547634156467,56.4898579593127,39.8456372349423
Piedra Copahue,PC2,SVZ,published,-37.83,-71.11,1957,-7.7,NA,7.36,1500000000,G,117.194278165356,56.542212963297,40.1719162271138
Anfiteatro,AF1,SVZ,published,-37.82,-71.11,2445,-6.8,NA,5.01,1400000000,G,117.145306633664,56.5588305465915,40.1628877778792
Anfiteatro,AF2,SVZ,published,-37.82,-71.11,NA,-7,NA,4.93,4200000000,G,117.145306633664,56.5588305465915,40.1628877778792
Bano 7,BN7,SVZ,published,-37.82,-71.1,391.2,-8.3,7.6,7.6,9800000000,G,117.596425297368,56.5402033942308,40.054128113822
Chancho Co,CC2,SVZ,published,-37.82,-71.16,914,NA,NA,5.02,7900000000,G,114.889713315146,56.5702769085911,40.3534344590505
Las Maquinas,LM,SVZ,published,-37.82,-71.1,232.2,-8.3,7.5,7.6,9000000000,G,117.596425297368,56.5402033942308,40.054128113822
Las Maquinas,LMM2,SVZ,published,-37.82,-71.09,NA,-7.1,NA,6.97,5100000000,G,118.047543961072,56.5215762418702,39.945368449765
Piedra Copahue,PC3,SVZ,published,-37.82,-71.15,NA,-7,NA,4.04,8800000000,G,115.340831978849,56.572814060006,40.3207852970786
Trapa Trapa,TT,SVZ,published,-37.7,-71.28,48.8,-25.5,4.38,4.4,10000000,W,108.888630970408,57.0288275200333,40.756498041887
Nitrao,NT,SVZ,published,-37.69,-71.3,107.7,-11.5,3.31,3.38,4200000000,W,107.93742211131,57.064502919572,40.6326897040331
Nitrao,NT,SVZ,published,-37.69,-71.3,142.2,-13.9,3.16,3.21,3820000000,W,107.93742211131,57.064502919572,40.6326897040331
Quilaquin,QL,SVZ,published,-37.61,-71.41,100.5,-14.3,4.23,4.33,1860000000,W,102.633430550619,57.3625918729556,39.9425599734651
Quilaquin,QL,SVZ,published,-37.61,-71.41,112.7,-16.6,4.23,4.33,1380000000,W,102.633430550619,57.3625918729556,39.9425599734651
Nevado de Chillan Vn.,NC,SVZ,published,-36.91,-71.4,3.1,-9.3,3.4,3.68,17800000000,G,98.5658504442406,62.4286473306188,39.2074728826597
Chillan,CH1,SVZ,this_study,-36.9,-71.4,NA,-7.9,NA,NA,NA,G,98.4516445827626,62.4252154497863,39.1874566261109
Chillan,CH3,SVZ,this_study,-36.9,-71.4,NA,-7.9,NA,NA,NA,G,98.4516445827626,62.4252154497863,39.1874566261109
Chillan,CH5,SVZ,this_study,-36.9,-71.4,NA,-8.5,6.32,NA,50000000000,G,98.4516445827626,62.4252154497863,39.1874566261109
Chillan,CH6,SVZ,this_study,-36.9,-71.4,NA,-8.3,6.23,NA,53000000000,G,98.4516445827626,62.4252154497863,39.1874566261109
Chillán,F1,SVZ,published,-36.9,-71.41,4.5,-7.8,2.38,2.49,34700000000,G,97.9784915943507,63.0221338382939,39.0991364015663
Chillán,F2,SVZ,published,-36.9,-71.41,96.4,-6,2.55,2.6,40200000000,G,97.9784915943507,63.0221338382939,39.0991364015663
Termas Chillan,TC,SVZ,published,-36.87,-71.73,7.7,NA,3.52,3.63,NA,G,82.8044685543222,82.8044685543222,36.7099217180391
Domuyo,D1a,SVZ,published,-36.6,-70.45,1.3,-7.05,1.92,NA,366000000000,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D1b,SVZ,published,-36.6,-70.45,1.5,NA,1.86,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D1d,SVZ,published,-36.6,-70.45,2.3,-7.34,1.95,NA,49200000000,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D2b,SVZ,published,-36.6,-70.45,78.4,NA,5.63,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D2c,SVZ,published,-36.6,-70.45,35,-8,4.89,NA,1360000000,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D3c,SVZ,published,-36.6,-70.45,NA,-8.05,NA,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D4a,SVZ,published,-36.6,-70.45,4.1,-9.58,4.98,NA,4880000000,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D4b,SVZ,published,-36.6,-70.45,8.1,NA,4.55,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D5a,SVZ,published,-36.6,-70.45,59,NA,6.82,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D5d,SVZ,published,-36.6,-70.45,76,-6.95,6.91,NA,2130000000,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D5e,SVZ,published,-36.6,-70.45,NA,-7.1,NA,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D5g,SVZ,published,-36.6,-70.45,NA,NA,6.88,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D9a,SVZ,published,-36.6,-70.45,NA,-7.75,NA,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Domuyo,D9b,SVZ,published,-36.6,-70.45,3.19,NA,4.29,NA,NA,G,142.109189530987,58.8180561759617,44.8242042863014
Termas de Catillo,CH-CT200308,SVZ,this_study,-36.29,-71.65,0.3,NA,1.1,NA,NA,G,79.8571296857054,75.6844434395063,36.6662998819157
Termas de Catillo,CH-CT200308,SVZ,this_study,-36.29,-71.65,25.3,-17.17,0.65,0.65,3687743220.29859,W,79.8571296857054,75.6844434395063,36.6662998819157
Termas Catillo,NA,SVZ,published,-36.28,-71.65,7.6,NA,0.66,0.65,NA,W,79.7453462992644,75.9794300113077,36.6837353119258
La Plata,50,SVZ,published,-35.94,-70.58,70,-8.9,3.39,3.4,4700000000,G,125.868883065084,59.6121150518198,48.9705293482314
La Plata,51,SVZ,published,-35.94,-70.58,86,-8.1,3.79,3.8,4200000000,G,125.868883065084,59.6121150518198,48.9705293482314
Termas del Campanario,49,SVZ,published,-35.93,-70.59,NA,-11.1,NA,NA,NA,G,125.161353847803,59.5879189149737,48.9884829712824
Termas del Campanario,49a,SVZ,published,-35.93,-70.59,1.5,-11.1,0.65,0.55,213000000000,G,125.161353847803,59.5879189149737,48.9884829712824
Campanario,CH-CP-200307,SVZ,this_study,-35.93,-70.59,64.2,-8.72,5.01,5.03,10000000000,G,125.161353847803,59.5879189149737,48.9884829712824
El Medano,CH-EM-200301,SVZ,this_study,-35.82,-70.76,0.4,-10.19,0.94,0.74,34281350639.0367,W,114.919417478917,59.9940865742157,48.2114965113916
Panamavida,CH-PM200308,SVZ,this_study,-35.76,-71.42,0.4,NA,1.12,1.43,NA,G,85.1405208076281,78.5157065235065,39.3149116477475
Panamavida,CH-PM200308,SVZ,this_study,-35.76,-71.42,0.4,-15.34,0.97,0.89,22720409826.2596,W,85.1405208076281,78.5157065235065,39.3149116477475
Estero del Volcan,47a,SVZ,published,-35.5,-70.76,351,-8.12,3.4,3.4,36000000000,G,110.325059025511,60.9897077563972,46.8753259479305
Barro Colorado,39a,SVZ,published,-35.41,-70.48,56,-5.72,3.26,3.27,146000000000,G,120.855662781469,59.9031701322068,47.9005916034222
Azufre volcano,Azf2,SVZ,published,-35.32,-70.54,NA,-11.9,NA,NA,NA,G,116.49762352217,59.4603459718318,47.3628086416887
Los Azufres,Pel,SVZ,published,-35.29,-70.53,115,-12.1,NA,3.12,50000000000,G,116.36676940761,59.4997710583472,47.3380018209728
Los Azufres,Pel,SVZ,published,-35.29,-70.53,131,-13.2,NA,3.69,75000000000,G,116.36676940761,59.4997710583472,47.3380018209728
Los Azufres,Cur,SVZ,published,-35.25,-70.51,36,-12.6,NA,1.19,14000000000,G,116.353555127604,59.5939007603617,47.259467325301
Glacial valley,Gen2,SVZ,published,-35.25,-70.51,35,-12.6,NA,3.21,64000000000,G,116.353555127604,59.5939007603617,47.259467325301
