Sample Name,Sample ID,Region,lat,long,origin,Phase,xco2,x3he,x4he
Lastarria,LSTG-27,CVZ,-25.15,-68.52,published,G,0.999998056722376,1.69491443318397E-11,1.94326067478377E-06
Lastarria,LSTG-12,CVZ,-25.15,-68.52,published,G,0.999997811612772,1.66666365424E-11,2.18837056112739E-06
Lastarria,LSTG-1,CVZ,-25.15,-68.52,published,G,0.999998046521348,1.408456188762E-11,1.95346456705544E-06
Lastarria,LSTG-28,CVZ,-25.15,-68.52,published,G,0.999998979001122,8.33340049967619E-12,1.02099054459806E-06
Lastarria,LSTG-6,CVZ,-25.15,-68.52,published,G,0.999999286423821,4.54552384739017E-12,7.13571632955489E-07
Lastarria,LSTG-5,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-7,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-8,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-14,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-15,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-17,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-20,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-22,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-23,CVZ,-25.15,-68.52,published,G,,,
Lastarria,LSTG-26,CVZ,-25.15,-68.52,published,G,,,
Rosario de la Frontera,RF02,CVZ,-25.84,-64.93,published,G,0.999995432969296,7.35290446642756E-12,4.56702335115681E-06
Coranzuli,c2,CVZ,-23.03,-66.4,published,G,0.999999087758196,3.44840265237193E-13,9.12241459367083E-07
Pairique,p1,CVZ,-23.03,-66.82,published,G,0.999998567991477,2.3255971034519E-12,1.43200619771949E-06
Arituzar,a2,CVZ,-23,-66.5,published,G,0.999999270540693,1.38879997164359E-12,7.2945791793643E-07
Rosario Coyaguayma,rc1,CVZ,-22.98,-6.59,published,G,0.999998332666239,2.94106323691341E-12,1.66733082010511E-06
Mina Pirquitas,mp2,CVZ,-22.7,-66.5,published,G,0.999997944501767,3.99998605964217E-12,2.05549423330271E-06
Vilama,v1,CVZ,-22.53,-66.98,published,G,0.999998840445704,9.0905457688903E-13,1.15955338641663E-06
Queñual,q4,CVZ,-22.4,-66.7,published,G,0.9999991801121,1.38881958119747E-12,8.19886511307966E-07
Lastarria,Lastarria,CVZ,-25.15,-68.52,published,G,,,
Lastarria,Lastarria,CVZ,-25.15,-68.52,published,G,,,
Cerro Blanco,LH2,CVZ,-26.84,-67.77,published,G,0.999989801979698,1.58476723921102E-11,1.01980044543267E-05
Cerro Blanco,LH1,CVZ,-26.84,-67.77,published,G,,,
Cerro Blanco,LH3,CVZ,-26.84,-67.77,published,G,,,
Colpitas,Co6,CVZ,-17.95,-69.43,published,G,,,
Colpitas,Co7,CVZ,-17.95,-69.43,published,G,,,
Colpitas,Co1,CVZ,-17.95,-69.43,published,G,,,
Colpitas,Co5,CVZ,-17.95,-69.43,published,G,,,
Colpitas,Co9,CVZ,-17.95,-69.43,published,G,,,
Colpitas,Co12,CVZ,-17.95,-69.43,published,G,,,
Guallatiri,GUA-25,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-20,CVZ,-18.42,-69.09,published,G,0.99999795239714,4.38592404743097E-12,2.04759847412064E-06
Guallatiri,GUA-14 215,CVZ,-18.42,-69.09,published,G,0.999992091740177,2.07037605663734E-11,7.90823911968089E-06
Guallatiri,GUA-16 208,CVZ,-18.42,-69.09,published,G,0.999993623837304,1.86565280978494E-11,6.37614403952536E-06
Guallatiri,GUA-13 251,CVZ,-18.42,-69.09,published,G,0.999993499425546,1.865654983695E-11,6.50055579739941E-06
Guallatiri,GUA-04,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-06 177,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-10 257,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-11,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-12 231,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-18 180,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-19 189,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-22,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,GUA-24,CVZ,-18.42,-69.09,published,G,,,
Guallatiri,CH-1.1,CVZ,-18.34,-69.05,published,G,,,
Guallatiri,CH-2.1,CVZ,-18.34,-69.05,published,G,,,
Jujuy Province,LQ3,CVZ,-23.89,-64.47,published,G,0.999996670007059,6.9938820673507E-13,3.32999224111575E-06
Jujuy Province,LQ2,CVZ,-23.89,-64.47,published,G,0.999996145261031,9.1741718558178E-13,3.85473805127219E-06
Jujuy Province,LQ1,CVZ,-23.89,-64.47,published,G,0.999995222829641,1.40449976596683E-12,4.77716895412769E-06
Lastarria,Lastarria CCVG2,CVZ,-25.15,-68.52,published,G,,,
Lastarria,Lastarria CCVG3,CVZ,-25.15,-68.52,published,G,,,
Fiambalá,FB210806,CVZ,-27.7425,-67.54878,published,G,,,
El Ceibal,EC-211106,CVZ,-26.14969,-64.955,published,G,,,
Baños de Fleming,BF211031,CVZ,-24.59225,-64.90953,published,G,,,
Pizarro,PZ211029,CVZ,-24.23715,-64.15768,published,G,,,
Caimancito,CA211030-1,CVZ,-23.74572,-64.51825,published,G,,,
Caimancito,CA211030-2,CVZ,-23.74429,-64.51986,published,G,,,
Tocomar,TCM2,CVZ,-24.18,-66.56,published,G,0.999995735110294,6.32910353239627E-12,4.26488337673707E-06
Tocomar,TCM4,CVZ,-24.18,-66.56,published,G,0.999993764991789,1.11730903654765E-11,6.23499703830674E-06
Tocomar,TCM1,CVZ,-24.18,-66.56,published,G,,,
Tocomar,TCM3,CVZ,-24.18,-66.56,published,G,,,
Tocomar,TCM5,CVZ,-24.18,-66.56,published,G,,,
Tocomar,TCM6,CVZ,-24.18,-66.56,published,G,,,
Banos Incachule,,CVZ,-24.27,-66.47,published,G,,,
Ratios Pompeja,,CVZ,-24.25,-66.37,published,G,,,
Ratios Pompeja,,CVZ,-24.25,-66.37,published,G,,,
Banos Tocomar,,CVZ,-24.2,-66.57,published,G,,,
Banos Tuzgle,,CVZ,-24.03,-66.52,published,G,,,
Geyser del Tatio,,CVZ,-22.33,-68.02,published,G,,,
Galan Fumerole,AR-GF190226-1,CVZ,-25.86,-66.99,this_study,G,0.999903419555672,2.39325764989171E-10,9.65802050024886E-05
Galan Fumerole,AR-GF190226-2,CVZ,-25.86,-66.99,this_study,G,0.999903378952842,2.42131751321674E-10,9.66208050260453E-05
Inca Chule,AR-IN190223,CVZ,-24.28,-66.47,this_study,G,,,
La Colcha,AR-LC190226,CVZ,-26.03,-66.99,this_study,G,0.999977850431907,4.49634324252977E-11,2.21495231293339E-05
La Colcha,AR-LC190226,CVZ,-26.03,-66.99,this_study,G,0.999596359936416,1.45794268248834E-09,0.000403638605642
Pio Perez,AR-PP190301,CVZ,-25.41,-64.59,this_study,G,0.999946649359766,2.68886542534579E-11,5.33506133450527E-05
Tocomar,AR-TM190224,CVZ,-24.19,-66.55,this_study,G,0.9999982829887,5.93744694227154E-12,1.71700536224865E-06
Fiambalá,FB210806,CVZ,-27.7425,-67.54878,this_study,G,,,
El Ceibal,EC-211106,CVZ,-26.14969,-64.955,this_study,G,,,
Baños de Fleming,BF211031,CVZ,-24.59225,-64.90953,this_study,G,,,
Pizarro,PZ211029,CVZ,-24.23715,-64.15768,this_study,G,,,
Caimancito,CA211030-1,CVZ,-23.74572,-64.51825,this_study,G,,,
Caimancito,CA211030-2,CVZ,-23.74429,-64.51986,this_study,G,,,
Puritana,,CVZ,-22.7,-68.57,published,W,,,
El Tatio,,CVZ,-22.32,-68,published,W,,,
Irrupuncu,,CVZ,-20.72,-68.65,published,W,,,
Abra de Nappa,,CVZ,-20.53,-68.57,published,W,,,
Empexa,,CVZ,-20.53,-68.57,published,W,,,
Lirlma,,CVZ,-19.85,-68.9,published,W,,,
Enqueica,,CVZ,-19.23,-68.78,published,W,,,
Caico,,CVZ,-19.13,-69.08,published,W,,,
Todoss Santos,,CVZ,-19.05,-68.85,published,W,,,
Churiguyaya,,CVZ,-18.35,-69.02,published,W,,,
Sajama,,CVZ,-18.07,-68.97,published,W,,,
Rosario de la Frontera,RF10,CVZ,-25.84,-64.93,published,W,0.999995661542788,5.95228410542992E-12,4.3384512596435E-06
Rosario de la Frontera,RF01,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF03,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF04,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF05,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF06,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF08,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF09,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF11,CVZ,-25.84,-64.93,published,W,,,
Rosario de la Frontera,RF13,CVZ,-25.84,-64.93,published,W,,,
,LH2,CVZ,-26.88,-67.77,published,W,0.999989801979698,1.58476723921102E-11,1.01980044543267E-05
,LH3,CVZ,-26.88,-67.77,published,W,,,
,LH1,CVZ,-26.88,-67.77,published,W,,,
,EM1,CVZ,-26.85,-67.71,published,W,,,
Cerro Blanco,EM1,CVZ,-26.84,-67.77,published,W,,,
,Cba,CVZ,-26.76,-67.74,published,W,0.999998536777227,4.42474957477306E-12,1.46321834875162E-06
Jujuy Province,AC1,CVZ,-24.55,-64.94,published,W,,,
Jujuy Province,EP2,CVZ,-24.08,-65.54,published,W,0.999996549355848,4.34830012759237E-13,3.45064371758402E-06
Jujuy Province,EP1,CVZ,-24.08,-65.54,published,W,,,
Jujuy Province,EP3,CVZ,-24.08,-65.54,published,W,,,
Jujuy Province,SA,CVZ,-23.86,-64.43,published,W,0.999995864025072,6.36873654535257E-13,4.13597429078117E-06
Jujuy Province,SA,CVZ,-23.86,-64.43,published,W,,,
Jujuy Province,CA1,CVZ,-23.74,-64.52,published,W,,,
Jujuy Province,CA2,CVZ,-23.74,-64.52,published,W,,,
Jujuy Province,CA3,CVZ,-23.74,-64.52,published,W,,,
Jujuy Province,EJ,CVZ,-23.66,-66.47,published,W,,,
Jujuy Province,RE1,CVZ,-20.17,-65.49,published,W,,,
Jujuy Province,RE2,CVZ,-20.17,-65.49,published,W,,,
Jujuy Province,RE3,CVZ,-20.17,-65.49,published,W,,,
Banos Toro,,CVZ,-29.75,-69.97,published,W,,,
Los Banos,,CVZ,-25.85,-64.93,published,W,,,
El Saladillo,,CVZ,-24.75,-65.1,published,W,,,
El Sauce,,CVZ,-24.58,-66.33,published,W,,,
Laguna Socompa,,CVZ,-24.55,-68.27,published,W,,,
Sala' Tuyajto,,CVZ,-23.93,-67.58,published,W,,,
Salar Aguas Cal II,,CVZ,-23.93,-67.65,published,W,,,
Pozo,,CVZ,-23.87,-64.45,published,W,,,
Salar Aguas Cal. I,,CVZ,-23.53,-67.65,published,W,,,
Banos Turi,,CVZ,-22.23,-68.3,published,W,,,
Mamina,,CVZ,-20.47,-69.33,published,W,,,
Antuco,AR-AO190224,CVZ,-24.18,-66.67,this_study,W,0.999945392884073,1.49841495426252E-10,5.46069660852571E-05
Botijuela Vista,AR-BJ190222,CVZ,-25.74,-67.82,this_study,W,0.999992980392557,1.21860643312525E-11,7.0195952565844E-06
Aguas Caliente Galan,AR-GA190226,CVZ,-25.83,-66.92,this_study,W,0.999994784268938,1.13910477484398E-11,5.21571967111036E-06
Inca Chule,AR-IN190223,CVZ,-24.28,-66.47,this_study,W,0.999979480043158,5.08482247159445E-11,2.05199059934889E-05
Inca Chule,AR-IN190223,CVZ,-24.28,-66.47,this_study,W,0.99999733054955,6.27851975520182E-12,2.66944417127952E-06
Pasto Grande,AR-PG190225,CVZ,-24.36,-66.57,this_study,W,,,
Pio Perez,AR-PP190301,CVZ,-25.41,-64.59,this_study,W,0.999900250426197,4.60842067767165E-11,9.97495277191137E-05
Pio Perez,AR-PP190301,CVZ,-25.41,-64.59,this_study,W,0.999592275474797,2.05493117476623E-10,0.00040772431971
Rosairio de la Frontera,AR-RF190301,CVZ,-25.84,-64.93,this_study,W,0.999979281558346,1.04420915646587E-11,2.07184312118747E-05
Villa Vil,AR-VV190228,CVZ,-27.11,-66.82,this_study,W,0.999910106949759,1.13265225459369E-10,8.98929369758712E-05
